,id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,recipes
393,393,Vodka Martini,Alcoholic,Ordinary Drink,Cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,"['Vodka', 'Dry Vermouth', 'Olive']","['1 1/2 oz ', '3/4 oz ', '1 ']","question Generate a cocktail with Vodka Dry Vermouth Olive answer Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve."
394,394,Vodka Russian,Alcoholic,Ordinary Drink,Collins Glass,Mix it as a ordinary drink .,https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,"['Vodka', 'Schweppes Russchian']","['2 oz ', None]",question Generate a cocktail with Vodka Schweppes Russchian answer Mix it as a ordinary drink .
395,395,Vermouth Cassis,Alcoholic,Ordinary Drink,Highball glass,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",https://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,"['Dry Vermouth', 'Creme de Cassis', 'Carbonated water']","['1 1/2 oz ', '3/4 oz ', None]","question Generate a cocktail with Dry Vermouth Creme de Cassis Carbonated water answer Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve."
396,396,Victory Collins,Alcoholic,Ordinary Drink,Collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,"['Vodka', 'Lemon juice', 'Grape juice', 'Powdered sugar', 'Orange']","['1 1/2 oz ', '3 oz ', '3 oz unsweetened ', '1 tsp ', '1 slice ']",question Generate a cocktail with Vodka Lemon juice Grape juice Powdered sugar Orange answer Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.
397,397,Vodka And Tonic,Alcoholic,Ordinary Drink,Highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,"['Vodka', 'Tonic water']","['2 oz ', None]","question Generate a cocktail with Vodka Tonic water answer Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve."
398,398,Valencia Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,"['Apricot brandy', 'Orange juice', 'Orange bitters']","['1 1/2 oz ', '1 tblsp ', '2 dashes ']","question Generate a cocktail with Apricot brandy Orange juice Orange bitters answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
399,399,Whisky Mac,Alcoholic,Ordinary Drink,Collins Glass,Pour both of the ingredients into a wine goblet with no ice.,https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,"['Scotch', 'Wine']","['1 1/2 oz ', '1 oz Green Ginger ']",question Generate a cocktail with Scotch Wine answer Pour both of the ingredients into a wine goblet with no ice.
400,400,White Lady,Alcoholic,Ordinary Drink,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,https://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,"['Gin', 'Triple Sec', 'Lemon Juice']","['4cl', '3cl', '2cl']",question Generate a cocktail with Gin Triple Sec Lemon Juice answer Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.
401,401,Wine Punch,Alcoholic,Punch / Party Drink,Collins Glass,Combine all of the ingredients and pour over a block of ice.,https://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,"['Red wine', 'Lemon', 'Orange juice', 'Orange', 'Pineapple juice']","['1 bottle ', '2 ', '1 cup ', '3 ', '1 cup ']",question Generate a cocktail with Red wine Lemon Orange juice Orange Pineapple juice answer Combine all of the ingredients and pour over a block of ice.
402,402,Wine Cooler,Optional alcohol,Punch / Party Drink,Collins Glass,Mix wine and soft drink. Pour into glass. Add ice.,https://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,"['Red wine', 'Lemon-lime soda', 'Ice']","['2 oz white or ', '5 oz ', 'cubes']",question Generate a cocktail with Red wine Lemon-lime soda Ice answer Mix wine and soft drink. Pour into glass. Add ice.
403,403,Winter Rita,Alcoholic,Beer,Highball Glass,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",https://www.thecocktaildb.com/images/media/drink/fwpd0v1614006733.jpg,"['Tequila', 'Campari', 'Lime Juice', 'Orange Juice', 'Rosemary Syrup', 'Salt']","['1 2/3 oz', '1/4 oz', '3/4 oz', '1/2 oz', '1/2 oz', 'Dash']","question Generate a cocktail with Tequila Campari Lime Juice Orange Juice Rosemary Syrup Salt answer Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀"
404,404,Whiskey Sour,Alcoholic,Ordinary Drink,Old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",https://www.thecocktaildb.com/images/media/drink/hbkfsh1589574990.jpg,"['Blended whiskey', 'Lemon', 'Powdered sugar', 'Cherry', 'Lemon']","['2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1 ', '1/2 slice ']","question Generate a cocktail with Blended whiskey Lemon Powdered sugar Cherry Lemon answer Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice."
405,405,White Russian,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,https://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,"['Vodka', 'Coffee liqueur', 'Light cream']","['2 oz ', '1 oz ', None]",question Generate a cocktail with Vodka Coffee liqueur Light cream answer Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.
406,406,Winter Paloma,Alcoholic,Cocktail,Highball glass,Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,https://www.thecocktaildb.com/images/media/drink/u5f0pz1614007748.jpg,"['Tequila', 'Grapefruit Juice', 'Lime Juice', 'Agave Syrup', 'Pepper']","['2 shots', 'Top', 'Juice of 1', '1 tsp', 'Dash']",question Generate a cocktail with Tequila Grapefruit Juice Lime Juice Agave Syrup Pepper answer Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.
407,407,White Wine Sangria,Alcoholic,Punch / Party Drink,Pitcher,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",https://www.thecocktaildb.com/images/media/drink/hnuod91587851576.jpg,"['Lime', 'lemon', 'White Wine', 'Strawberries', 'Apple', 'Apple Brandy', 'Soda Water']","['1', '1', '750 ml', '1 cup', '1 cup', '3 shots', 'Top']","question Generate a cocktail with Lime lemon White Wine Strawberries Apple Apple Brandy Soda Water answer Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water."
408,408,Whitecap Margarita,Alcoholic,Other / Unknown,Margarita/Coupette glass,Place all ingredients in a blender and blend until smooth. This makes one drink.,https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,"['Ice', 'Tequila', 'Cream of coconut', 'Lime juice']","['1 cup ', '2 oz ', '1/4 cup ', '3 tblsp fresh ']",question Generate a cocktail with Ice Tequila Cream of coconut Lime juice answer Place all ingredients in a blender and blend until smooth. This makes one drink.
409,409,Waikiki Beachcomber,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,"['Triple sec', 'Gin', 'Pineapple juice']","['3/4 oz ', '3/4 oz ', '1 tblsp ']","question Generate a cocktail with Triple sec Gin Pineapple juice answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
410,410,Yellow Bird,Alcoholic,Cocktail,Cocktail glass,Shake and strain into a chilled cocktail glass,https://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,"['White Rum', 'Galliano', 'Triple Sec', 'Lime Juice']","['3 cl', '1.5 cl', '1.5 cl', '1.5 cl']",question Generate a cocktail with White Rum Galliano Triple Sec Lime Juice answer Shake and strain into a chilled cocktail glass
411,411,Yoghurt Cooler,Non alcoholic,Other / Unknown,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",https://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,"['Yoghurt', 'Fruit', 'Ice']","['1 cup ', '1 cup ', None]","question Generate a cocktail with Yoghurt Fruit Ice answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed."
412,412,Zorro,Alcoholic,Coffee / Tea,Coffee Mug,add all and pour black coffee and add whipped cream on top.,https://www.thecocktaildb.com/images/media/drink/kvvd4z1485621283.jpg,"['Sambuca', 'Baileys irish cream', 'White Creme de Menthe']","['2 cl ', '2 cl ', '2 cl ']",question Generate a cocktail with Sambuca Baileys irish cream White Creme de Menthe answer add all and pour black coffee and add whipped cream on top.
413,413,Zinger,Alcoholic,Soft Drink,Highball glass,Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,https://www.thecocktaildb.com/images/media/drink/iixv4l1485620014.jpg,"['Peachtree schnapps', 'Surge']","['4 shots ', '4 shots ']",question Generate a cocktail with Peachtree schnapps Surge answer Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.
414,414,Zoksel,Alcoholic,Soft Drink,Beer pilsner,"No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",https://www.thecocktaildb.com/images/media/drink/ft8ed01485620930.jpg,"['Beer', 'Root beer', 'Lemonade', 'Coca-Cola', '7-Up', 'Creme de Cassis', 'Lemon']","[None, None, None, ' slice\n', None, None, None]","question Generate a cocktail with Beer Root beer Lemonade Coca-Cola 7-Up Creme de Cassis Lemon answer No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it."
415,415,Zombie,Alcoholic,Cocktail,Hurricane glass,"
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",https://www.thecocktaildb.com/images/media/drink/2en3jk1509557725.jpg,"['Rum', 'Gold rum', '151 proof rum', 'Pernod', 'Grenadine', 'Lime Juice', 'Angostura Bitters']","['1 1/2 oz', '1 1/2 oz', '1 oz', '1 tsp', '1 tsp', '1 tsp', '1 drop']","question Generate a cocktail with Rum Gold rum 151 proof rum Pernod Grenadine Lime Juice Angostura Bitters answer 
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together."
416,416,Zambeer,Alcoholic,Soft Drink,Collins Glass,Mix sambuca with rootbeer and stir. Add ice,https://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,"['Sambuca', 'Root beer', 'Ice']","['1 1/2 oz ', 'Add 10 oz ', 'cubes']",question Generate a cocktail with Sambuca Root beer Ice answer Mix sambuca with rootbeer and stir. Add ice
417,417,Zorbatini,Alcoholic,Cocktail,Cocktail glass,Prepare like a Martini. Garnish with a green olive.,https://www.thecocktaildb.com/images/media/drink/wtkqgb1485621155.jpg,"['Vodka', 'Ouzo']","['1 1/4 oz Stoli ', '1/4 oz ']",question Generate a cocktail with Vodka Ouzo answer Prepare like a Martini. Garnish with a green olive.
418,418,Zenmeister,Alcoholic,Ordinary Drink,Collins Glass,Mix together and enjoy,https://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,"['Jägermeister', 'Root beer']","['1/2 oz ', '1/2 oz ']",question Generate a cocktail with Jägermeister Root beer answer Mix together and enjoy
419,419,Zipperhead,Alcoholic,Shot,Whiskey sour glass,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",https://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,"['Chambord raspberry liqueur', 'Vodka', 'Soda water']","['1 shot ', '1 shot ', 'Fill with ']","question Generate a cocktail with Chambord raspberry liqueur Vodka Soda water answer Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top)."
